"","ï..Country","Wave..number.","Wave..month.year.","Topic.covered.by.question","Question","Question.Row.number","Row.item.label","Answer.option.label","Base.description..Who.saw.the.question..","Base.size..How.many.saw.this.question..","Value","Data.type.represented.by..value."
"616796","UK",9,"Oct16","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Uncertainty over economic conditions","","Base: Total; multiple select",440,125,"Frequency"
"617379","UK",10,"Nov16","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Attracting customers","","Base: Total; multiple select",547,428,"Frequency"
"617380","UK",10,"Nov16","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Developing new products/innovation","","Base: Total; multiple select",547,106,"Frequency"
"617381","UK",10,"Nov16","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Finding/working with suppliers","","Base: Total; multiple select",547,103,"Frequency"
"617382","UK",10,"Nov16","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Increasing revenue","","Base: Total; multiple select",547,291,"Frequency"
"617383","UK",10,"Nov16","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Maintaining profitability","","Base: Total; multiple select",547,277,"Frequency"
"617384","UK",10,"Nov16","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Other","","Base: Total; multiple select",547,25,"Frequency"
"617385","UK",10,"Nov16","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Other government regulations (e.g., compliance, technical regulation, patents, reporting)","","Base: Total; multiple select",547,98,"Frequency"
"617386","UK",10,"Nov16","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Regulatory and other barriers to exports (deleted since October 2016)","","Base: Total; multiple select",547,NA,"Frequency"
"617387","UK",10,"Nov16","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Retaining/recruiting skilled employees","","Base: Total; multiple select",547,110,"Frequency"
"617388","UK",10,"Nov16","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Securing financing for business as usual","","Base: Total; multiple select",547,76,"Frequency"
"617389","UK",10,"Nov16","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Securing financing for expansion","","Base: Total; multiple select",547,65,"Frequency"
"617390","UK",10,"Nov16","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Selling to foreign markets (new since October 2016)","","Base: Total; multiple select",547,44,"Frequency"
"617391","UK",10,"Nov16","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Tax laws and rules","","Base: Total; multiple select",547,91,"Frequency"
"617392","UK",10,"Nov16","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Uncertainty over economic conditions","","Base: Total; multiple select",547,169,"Frequency"
"617975","UK",11,"Dec16","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Attracting customers","","Base: Total; multiple select",429,323,"Frequency"
"617976","UK",11,"Dec16","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Developing new products/innovation","","Base: Total; multiple select",429,86,"Frequency"
"617977","UK",11,"Dec16","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Finding/working with suppliers","","Base: Total; multiple select",429,76,"Frequency"
"617978","UK",11,"Dec16","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Increasing revenue","","Base: Total; multiple select",429,251,"Frequency"
"617979","UK",11,"Dec16","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Maintaining profitability","","Base: Total; multiple select",429,197,"Frequency"
"617980","UK",11,"Dec16","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Other","","Base: Total; multiple select",429,17,"Frequency"
"617981","UK",11,"Dec16","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Other government regulations (e.g., compliance, technical regulation, patents, reporting)","","Base: Total; multiple select",429,60,"Frequency"
"617982","UK",11,"Dec16","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Regulatory and other barriers to exports (deleted since October 2016)","","Base: Total; multiple select",429,NA,"Frequency"
"617983","UK",11,"Dec16","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Retaining/recruiting skilled employees","","Base: Total; multiple select",429,66,"Frequency"
"617984","UK",11,"Dec16","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Securing financing for business as usual","","Base: Total; multiple select",429,63,"Frequency"
"617985","UK",11,"Dec16","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Securing financing for expansion","","Base: Total; multiple select",429,67,"Frequency"
"617986","UK",11,"Dec16","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Selling to foreign markets (new since October 2016)","","Base: Total; multiple select",429,37,"Frequency"
"617987","UK",11,"Dec16","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Tax laws and rules","","Base: Total; multiple select",429,66,"Frequency"
"617988","UK",11,"Dec16","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Uncertainty over economic conditions","","Base: Total; multiple select",429,124,"Frequency"
"618571","UK",12,"Jan17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Attracting customers","","Base: Total; multiple select",549,438,"Frequency"
"618572","UK",12,"Jan17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Developing new products/innovation","","Base: Total; multiple select",549,114,"Frequency"
"618573","UK",12,"Jan17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Finding/working with suppliers","","Base: Total; multiple select",549,76,"Frequency"
"618574","UK",12,"Jan17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Increasing revenue","","Base: Total; multiple select",549,323,"Frequency"
"618575","UK",12,"Jan17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Maintaining profitability","","Base: Total; multiple select",549,288,"Frequency"
"618576","UK",12,"Jan17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Other","","Base: Total; multiple select",549,23,"Frequency"
"618577","UK",12,"Jan17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Other government regulations (e.g., compliance, technical regulation, patents, reporting)","","Base: Total; multiple select",549,75,"Frequency"
"618578","UK",12,"Jan17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Regulatory and other barriers to exports (deleted since October 2016)","","Base: Total; multiple select",549,NA,"Frequency"
"618579","UK",12,"Jan17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Retaining/recruiting skilled employees","","Base: Total; multiple select",549,100,"Frequency"
"618580","UK",12,"Jan17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Securing financing for business as usual","","Base: Total; multiple select",549,85,"Frequency"
"618581","UK",12,"Jan17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Securing financing for expansion","","Base: Total; multiple select",549,79,"Frequency"
"618582","UK",12,"Jan17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Selling to foreign markets (new since October 2016)","","Base: Total; multiple select",549,52,"Frequency"
"618583","UK",12,"Jan17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Tax laws and rules","","Base: Total; multiple select",549,99,"Frequency"
"618584","UK",12,"Jan17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Uncertainty over economic conditions","","Base: Total; multiple select",549,151,"Frequency"
"619167","UK",13,"Feb17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Attracting customers","","Base: Total; multiple select",467,362,"Frequency"
"619168","UK",13,"Feb17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Developing new products/innovation","","Base: Total; multiple select",467,85,"Frequency"
"619169","UK",13,"Feb17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Finding/working with suppliers","","Base: Total; multiple select",467,78,"Frequency"
"619170","UK",13,"Feb17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Increasing revenue","","Base: Total; multiple select",467,244,"Frequency"
"619171","UK",13,"Feb17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Maintaining profitability","","Base: Total; multiple select",467,220,"Frequency"
"619172","UK",13,"Feb17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Other","","Base: Total; multiple select",467,16,"Frequency"
"619173","UK",13,"Feb17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Other government regulations (e.g., compliance, technical regulation, patents, reporting)","","Base: Total; multiple select",467,63,"Frequency"
"619174","UK",13,"Feb17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Regulatory and other barriers to exports (deleted since October 2016)","","Base: Total; multiple select",467,NA,"Frequency"
"619175","UK",13,"Feb17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Retaining/recruiting skilled employees","","Base: Total; multiple select",467,70,"Frequency"
"619176","UK",13,"Feb17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Securing financing for business as usual","","Base: Total; multiple select",467,70,"Frequency"
"619177","UK",13,"Feb17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Securing financing for expansion","","Base: Total; multiple select",467,78,"Frequency"
"619178","UK",13,"Feb17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Selling to foreign markets (new since October 2016)","","Base: Total; multiple select",467,38,"Frequency"
"619179","UK",13,"Feb17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Tax laws and rules","","Base: Total; multiple select",467,78,"Frequency"
"619180","UK",13,"Feb17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Uncertainty over economic conditions","","Base: Total; multiple select",467,130,"Frequency"
"619763","UK",14,"Mar17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Attracting customers","","Base: Total; multiple select",381,282,"Frequency"
"619764","UK",14,"Mar17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Developing new products/innovation","","Base: Total; multiple select",381,82,"Frequency"
"619765","UK",14,"Mar17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Finding/working with suppliers","","Base: Total; multiple select",381,69,"Frequency"
"619766","UK",14,"Mar17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Increasing revenue","","Base: Total; multiple select",381,201,"Frequency"
"619767","UK",14,"Mar17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Maintaining profitability","","Base: Total; multiple select",381,182,"Frequency"
"619768","UK",14,"Mar17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Other","","Base: Total; multiple select",381,13,"Frequency"
"619769","UK",14,"Mar17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Other government regulations (e.g., compliance, technical regulation, patents, reporting)","","Base: Total; multiple select",381,61,"Frequency"
"619770","UK",14,"Mar17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Regulatory and other barriers to exports (deleted since October 2016)","","Base: Total; multiple select",381,NA,"Frequency"
"619771","UK",14,"Mar17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Retaining/recruiting skilled employees","","Base: Total; multiple select",381,60,"Frequency"
"619772","UK",14,"Mar17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Securing financing for business as usual","","Base: Total; multiple select",381,56,"Frequency"
"619773","UK",14,"Mar17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Securing financing for expansion","","Base: Total; multiple select",381,64,"Frequency"
"619774","UK",14,"Mar17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Selling to foreign markets (new since October 2016)","","Base: Total; multiple select",381,30,"Frequency"
"619775","UK",14,"Mar17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Tax laws and rules","","Base: Total; multiple select",381,78,"Frequency"
"619776","UK",14,"Mar17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Uncertainty over economic conditions","","Base: Total; multiple select",381,94,"Frequency"
"620359","UK",15,"Apr17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Attracting customers","","Base: Total; multiple select",508,409,"Frequency"
"620360","UK",15,"Apr17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Developing new products/innovation","","Base: Total; multiple select",508,103,"Frequency"
"620361","UK",15,"Apr17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Finding/working with suppliers","","Base: Total; multiple select",508,81,"Frequency"
"620362","UK",15,"Apr17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Increasing revenue","","Base: Total; multiple select",508,309,"Frequency"
"620363","UK",15,"Apr17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Maintaining profitability","","Base: Total; multiple select",508,270,"Frequency"
"620364","UK",15,"Apr17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Other","","Base: Total; multiple select",508,19,"Frequency"
"620365","UK",15,"Apr17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Other government regulations (e.g., compliance, technical regulation, patents, reporting)","","Base: Total; multiple select",508,90,"Frequency"
"620366","UK",15,"Apr17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Regulatory and other barriers to exports (deleted since October 2016)","","Base: Total; multiple select",508,NA,"Frequency"
"620367","UK",15,"Apr17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Retaining/recruiting skilled employees","","Base: Total; multiple select",508,73,"Frequency"
"620368","UK",15,"Apr17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Securing financing for business as usual","","Base: Total; multiple select",508,73,"Frequency"
"620369","UK",15,"Apr17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Securing financing for expansion","","Base: Total; multiple select",508,90,"Frequency"
"620370","UK",15,"Apr17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Selling to foreign markets (new since October 2016)","","Base: Total; multiple select",508,37,"Frequency"
"620371","UK",15,"Apr17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Tax laws and rules","","Base: Total; multiple select",508,102,"Frequency"
"620372","UK",15,"Apr17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Uncertainty over economic conditions","","Base: Total; multiple select",508,143,"Frequency"
"620955","UK",16,"May17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Attracting customers","","Base: Total; multiple select",433,332,"Frequency"
"620956","UK",16,"May17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Developing new products/innovation","","Base: Total; multiple select",433,74,"Frequency"
"620957","UK",16,"May17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Finding/working with suppliers","","Base: Total; multiple select",433,70,"Frequency"
"620958","UK",16,"May17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Increasing revenue","","Base: Total; multiple select",433,244,"Frequency"
"620959","UK",16,"May17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Maintaining profitability","","Base: Total; multiple select",433,210,"Frequency"
"620960","UK",16,"May17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Other","","Base: Total; multiple select",433,18,"Frequency"
"620961","UK",16,"May17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Other government regulations (e.g., compliance, technical regulation, patents, reporting)","","Base: Total; multiple select",433,76,"Frequency"
"620962","UK",16,"May17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Regulatory and other barriers to exports (deleted since October 2016)","","Base: Total; multiple select",433,NA,"Frequency"
"620963","UK",16,"May17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Retaining/recruiting skilled employees","","Base: Total; multiple select",433,79,"Frequency"
"620964","UK",16,"May17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Securing financing for business as usual","","Base: Total; multiple select",433,59,"Frequency"
"620965","UK",16,"May17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Securing financing for expansion","","Base: Total; multiple select",433,72,"Frequency"
"620966","UK",16,"May17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Selling to foreign markets (new since October 2016)","","Base: Total; multiple select",433,44,"Frequency"
"620967","UK",16,"May17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Tax laws and rules","","Base: Total; multiple select",433,84,"Frequency"
"620968","UK",16,"May17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Uncertainty over economic conditions","","Base: Total; multiple select",433,125,"Frequency"
"621551","UK",17,"Jun17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Attracting customers","","Base: Total; multiple select",430,330,"Frequency"
"621552","UK",17,"Jun17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Developing new products/innovation","","Base: Total; multiple select",430,98,"Frequency"
"621553","UK",17,"Jun17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Finding/working with suppliers","","Base: Total; multiple select",430,85,"Frequency"
"621554","UK",17,"Jun17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Increasing revenue","","Base: Total; multiple select",430,257,"Frequency"
"621555","UK",17,"Jun17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Maintaining profitability","","Base: Total; multiple select",430,228,"Frequency"
"621556","UK",17,"Jun17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Other","","Base: Total; multiple select",430,23,"Frequency"
"621557","UK",17,"Jun17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Other government regulations (e.g., compliance, technical regulation, patents, reporting)","","Base: Total; multiple select",430,70,"Frequency"
"621558","UK",17,"Jun17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Regulatory and other barriers to exports (deleted since October 2016)","","Base: Total; multiple select",430,NA,"Frequency"
"621559","UK",17,"Jun17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Retaining/recruiting skilled employees","","Base: Total; multiple select",430,83,"Frequency"
"621560","UK",17,"Jun17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Securing financing for business as usual","","Base: Total; multiple select",430,72,"Frequency"
"621561","UK",17,"Jun17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Securing financing for expansion","","Base: Total; multiple select",430,83,"Frequency"
"621562","UK",17,"Jun17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Selling to foreign markets (new since October 2016)","","Base: Total; multiple select",430,50,"Frequency"
"621563","UK",17,"Jun17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Tax laws and rules","","Base: Total; multiple select",430,88,"Frequency"
"621564","UK",17,"Jun17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Uncertainty over economic conditions","","Base: Total; multiple select",430,135,"Frequency"
"622147","UK",18,"Jul17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Attracting customers","","Base: Total; multiple select",445,336,"Frequency"
"622148","UK",18,"Jul17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Developing new products/innovation","","Base: Total; multiple select",445,94,"Frequency"
"622149","UK",18,"Jul17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Finding/working with suppliers","","Base: Total; multiple select",445,70,"Frequency"
"622150","UK",18,"Jul17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Increasing revenue","","Base: Total; multiple select",445,259,"Frequency"
"622151","UK",18,"Jul17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Maintaining profitability","","Base: Total; multiple select",445,241,"Frequency"
"622152","UK",18,"Jul17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Other","","Base: Total; multiple select",445,25,"Frequency"
"622153","UK",18,"Jul17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Other government regulations (e.g., compliance, technical regulation, patents, reporting)","","Base: Total; multiple select",445,73,"Frequency"
"622154","UK",18,"Jul17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Regulatory and other barriers to exports (deleted since October 2016)","","Base: Total; multiple select",445,NA,"Frequency"
"622155","UK",18,"Jul17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Retaining/recruiting skilled employees","","Base: Total; multiple select",445,89,"Frequency"
"622156","UK",18,"Jul17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Securing financing for business as usual","","Base: Total; multiple select",445,53,"Frequency"
"622157","UK",18,"Jul17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Securing financing for expansion","","Base: Total; multiple select",445,70,"Frequency"
"622158","UK",18,"Jul17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Selling to foreign markets (new since October 2016)","","Base: Total; multiple select",445,35,"Frequency"
"622159","UK",18,"Jul17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Tax laws and rules","","Base: Total; multiple select",445,82,"Frequency"
